source_table,source_sheet,source_column,series_name,region,subregion,product,metric,unit,period_type
PSW09,Data 17,W_EPOBGRR_IM0_NUS-Z00_MBBLD,"4-week U.S. Imports from All Countries of Motor Gasoline Blending Components, RBOB",U.S.,,"Imports from All Countries of Motor Gasoline Blending Components, RBOB","Imports from All Countries of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,4-week
PSW09,Data 17,W_EPOBGRR_IM0_R10-Z00_MBBLD,"4-week East Coast (PADD 1) Imports from All Countries of Motor Gasoline Blending Components, RBOB",East Coast,,"Imports from All Countries of Motor Gasoline Blending Components, RBOB","Imports from All Countries of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,4-week
PSW09,Data 17,W_EPOBGRR_IM0_R20-Z00_MBBLD,"4-week Midwest (PADD 2) Imports from All Countries of Motor Gasoline Blending Components, RBOB",Midwest,,"Imports from All Countries of Motor Gasoline Blending Components, RBOB","Imports from All Countries of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,4-week
PSW09,Data 17,W_EPOBGRR_IM0_R30-Z00_MBBLD,"4-week Gulf Coast (PADD 3) Imports from All Countries of Motor Gasoline Blending Components, RBOB",Gulf Coast,,"Imports from All Countries of Motor Gasoline Blending Components, RBOB","Imports from All Countries of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,4-week
PSW09,Data 17,W_EPOBGRR_IM0_R40-Z00_MBBLD,4-week Rocky Mountain (PADD 4) Imports from All Countries of Motor Gasoline Blending Components Reformulated RBOB,Rocky Mountain,,Imports from All Countries of Motor Gasoline Blending Components Reformulated RBOB,Imports from All Countries of Motor Gasoline Blending Components Reformulated RBOB,Thousand Barrels per Day,4-week
PSW09,Data 17,W_EPOBGRR_IM0_R50-Z00_MBBLD,"4-week West Coast (PADD 5) Imports from All Countries of Motor Gasoline Blending Components, RBOB",West Coast,,"Imports from All Countries of Motor Gasoline Blending Components, RBOB","Imports from All Countries of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,4-week
PSW09,Data 17,W_EPOOXE_IM0_NUS-Z00_MBBLD,4-week U.S. Imports of Fuel Ethanol,U.S.,,Imports of Fuel Ethanol,Imports of Fuel Ethanol,Thousand Barrels per Day,4-week
PSW09,Data 17,W_EPOOXE_IM0_R10-Z00_MBBLD,4-week East Coast (PADD 1) Imports of Fuel Ethanol,East Coast,,Imports of Fuel Ethanol,Imports of Fuel Ethanol,Thousand Barrels per Day,4-week
PSW09,Data 17,W_EPOOXE_IM0_R20-Z00_MBBLD,4-week Midwest (PADD 2) Imports of Fuel Ethanol,Midwest,,Imports of Fuel Ethanol,Imports of Fuel Ethanol,Thousand Barrels per Day,4-week
PSW09,Data 17,W_EPOOXE_IM0_R30-Z00_MBBLD,4-week Gulf Coast (PADD 3) Imports of Fuel Ethanol,Gulf Coast,,Imports of Fuel Ethanol,Imports of Fuel Ethanol,Thousand Barrels per Day,4-week
PSW09,Data 17,W_EPOOXE_IM0_R40-Z00_MBBLD,4-week Rocky Mountain (PADD 4) Imports of Fuel Ethanol,Rocky Mountain,,Imports of Fuel Ethanol,Imports of Fuel Ethanol,Thousand Barrels per Day,4-week
PSW09,Data 17,W_EPOOXE_IM0_R50-Z00_MBBLD,4-week West Coast (PADD 5) Imports of Fuel Ethanol,West Coast,,Imports of Fuel Ethanol,Imports of Fuel Ethanol,Thousand Barrels per Day,4-week
PSW09,Data 17,W_EPPK_IM0_NUS-Z00_MBBLD,4-week U.S. Imports of Kerosene,U.S.,,Imports of Kerosene,Imports of Kerosene,Thousand Barrels per Day,4-week
PSW09,Data 17,W_EPPO6_IM0_NUS-Z00_MBBLD,4-week U.S. Imports of Other Oils (Excluding Fuel Ethanol),U.S.,,Imports of Other Oils (Excluding Fuel Ethanol),Imports of Other Oils (Excluding Fuel Ethanol),Thousand Barrels per Day,4-week
PSW09,Data 17,W_EPPO6_IM0_R10-Z00_MBBLD,4-week East Coast (PADD 1) Imports of Other Oils (Excluding Fuel Ethanol),East Coast,,Imports of Other Oils (Excluding Fuel Ethanol),Imports of Other Oils (Excluding Fuel Ethanol),Thousand Barrels per Day,4-week
PSW09,Data 17,W_EPPO6_IM0_R20-Z00_MBBLD,4-week Midwest (PADD 2) Imports of Other Oils (Excluding Fuel Ethanol),Midwest,,Imports of Other Oils (Excluding Fuel Ethanol),Imports of Other Oils (Excluding Fuel Ethanol),Thousand Barrels per Day,4-week
PSW09,Data 17,W_EPPO6_IM0_R30-Z00_MBBLD,4-week Gulf Coast (PADD 3) Imports of Other Oils (Excluding Fuel Ethanol),Gulf Coast,,Imports of Other Oils (Excluding Fuel Ethanol),Imports of Other Oils (Excluding Fuel Ethanol),Thousand Barrels per Day,4-week
PSW09,Data 17,W_EPPO6_IM0_R40-Z00_MBBLD,4-week Rocky Mountain (PADD 4) Imports of Other Oils (Excluding Fuel Ethanol),Rocky Mountain,,Imports of Other Oils (Excluding Fuel Ethanol),Imports of Other Oils (Excluding Fuel Ethanol),Thousand Barrels per Day,4-week
PSW09,Data 17,W_EPPO6_IM0_R50-Z00_MBBLD,4-week West Coast (PADD 5) Imports of Other Oils (Excluding Fuel Ethanol),West Coast,,Imports of Other Oils (Excluding Fuel Ethanol),Imports of Other Oils (Excluding Fuel Ethanol),Thousand Barrels per Day,4-week
PSW09,Data 18,WCREXUS2,4-week U.S. Exports of Crude Oil,U.S.,,Exports of Crude Oil,Exports of Crude Oil,Thousand Barrels per Day,4-week
PSW09,Data 18,WDIEXUS2,4-week U.S. Exports of Total Distillate,U.S.,,Exports of Total Distillate,Exports of Total Distillate,Thousand Barrels per Day,4-week
PSW09,Data 18,WKJEXUS2,4-week U.S. Exports of Kerosene-Type Jet Fuel,U.S.,,Exports of Kerosene-Type Jet Fuel,Exports of Kerosene-Type Jet Fuel,Thousand Barrels per Day,4-week
PSW09,Data 18,WREEXUS2,4-week U.S. Exports of Residual Fuel Oil,U.S.,,Exports of Residual Fuel Oil,Exports of Residual Fuel Oil,Thousand Barrels per Day,4-week
PSW09,Data 18,WRPEXUS2,4-week U.S. Exports of Total Petroleum Products,U.S.,,Exports of Total Petroleum Products,Exports of Total Petroleum Products,Thousand Barrels per Day,4-week
PSW09,Data 18,WTTEXUS2,4-week U.S. Exports of Crude Oil and Petroleum Products,U.S.,,Exports of Crude Oil and Petroleum Products,Exports of Crude Oil and Petroleum Products,Thousand Barrels per Day,4-week
PSW09,Data 18,W_EPLLPZ_EEX_NUS-Z00_MBBLD,4-week U.S. Exports of Propane,U.S.,,Exports of Propane,Exports of Propane,Thousand Barrels per Day,4-week
PSW09,Data 18,W_EPM0F_EEX_NUS-Z00_MBBLD,4-week U.S. Exports of Total Motor Gasoline,U.S.,,Exports of Total Motor Gasoline,Exports of Total Motor Gasoline,Thousand Barrels per Day,4-week
PSW09,Data 18,W_EPOOXE_EEX_NUS-Z00_MBBLD,4-week U.S. Exports of Fuel Ethanol,U.S.,,Exports of Fuel Ethanol,Exports of Fuel Ethanol,Thousand Barrels per Day,4-week
PSW09,Data 18,W_EPPO4_EEX_NUS-Z00_MBBLD,4-week U.S. Exports of Other Oils,U.S.,,Exports of Other Oils,Exports of Other Oils,Thousand Barrels per Day,4-week
PSW09,Data 19,WCRNTUS2,4-week U.S. Net Imports of Crude Oil,U.S.,,Net Imports of Crude Oil,Net Imports of Crude Oil,Thousand Barrels per Day,4-week
PSW09,Data 19,WRPNTUS2,4-week U.S. Net Imports of Total Petroleum Products,U.S.,,Net Imports of Total Petroleum Products,Net Imports of Total Petroleum Products,Thousand Barrels per Day,4-week
PSW09,Data 19,WTTNTUS2,4-week U.S. Net Imports of Crude Oil and Petroleum Products,U.S.,,Net Imports of Crude Oil and Petroleum Products,Net Imports of Crude Oil and Petroleum Products,Thousand Barrels per Day,4-week
PSW09,Data 2,WBCRI_NUS_2,weekly U.S. Refiner and Blender Net Input of Gasoline Blending Components,U.S.,,Refiner and Blender Net Input of Gasoline Blending Components,Refiner and Blender Net Input of Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 2,WBCRI_R10_2,weekly East Coast (PADD 1) Refiner and Blender Net Input of Gasoline Blending Components,East Coast,,Refiner and Blender Net Input of Gasoline Blending Components,Refiner and Blender Net Input of Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 2,WBCRI_R20_2,weekly Midwest (PADD 2) Refiner and Blender Net Input of Gasoline Blending Components,Midwest,,Refiner and Blender Net Input of Gasoline Blending Components,Refiner and Blender Net Input of Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 2,WBCRI_R30_2,weekly Gulf Coast (PADD 3) Refiner and Blender Net Input of Gasoline Blending Components,Gulf Coast,,Refiner and Blender Net Input of Gasoline Blending Components,Refiner and Blender Net Input of Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 2,WBCRI_R40_2,weekly Rocky Mountain (PADD 4) Refiner and Blender Net Input of Gasoline Blending Components,Rocky Mountain,,Refiner and Blender Net Input of Gasoline Blending Components,Refiner and Blender Net Input of Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 2,WBCRI_R50_2,weekly West Coast (PADD 5) Refiner and Blender Net Input of Gasoline Blending Components,West Coast,,Refiner and Blender Net Input of Gasoline Blending Components,Refiner and Blender Net Input of Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 2,WCRRIP12,weekly East Coast (PADD 1) Refiner Net Input of Crude Oil,East Coast,,Refiner Net Input of Crude Oil,Refiner Net Input of Crude Oil,Thousand Barrels per Day,weekly
PSW09,Data 2,WCRRIP22,weekly Midwest (PADD 2) Refiner Net Input of Crude Oil,Midwest,,Refiner Net Input of Crude Oil,Refiner Net Input of Crude Oil,Thousand Barrels per Day,weekly
PSW09,Data 2,WCRRIP32,weekly Gulf Coast (PADD 3) Refiner Net Input of Crude Oil,Gulf Coast,,Refiner Net Input of Crude Oil,Refiner Net Input of Crude Oil,Thousand Barrels per Day,weekly
PSW09,Data 2,WCRRIP42,weekly Rocky Mountain (PADD 4) Refiner Net Input of Crude Oil,Rocky Mountain,,Refiner Net Input of Crude Oil,Refiner Net Input of Crude Oil,Thousand Barrels per Day,weekly
PSW09,Data 2,WCRRIP52,weekly West Coast (PADD 5) Refiner Net Input of Crude Oil,West Coast,,Refiner Net Input of Crude Oil,Refiner Net Input of Crude Oil,Thousand Barrels per Day,weekly
PSW09,Data 2,WCRRIUS2,weekly U.S. Refiner Net Input of Crude Oil,U.S.,,Refiner Net Input of Crude Oil,Refiner Net Input of Crude Oil,Thousand Barrels per Day,weekly
PSW09,Data 2,WGIRIP12,weekly East Coast (PADD 1) Gross Inputs into Refineries,East Coast,,Gross Inputs into Refineries,Gross Inputs into Refineries,Thousand Barrels per Day,weekly
PSW09,Data 2,WGIRIP22,weekly Midwest (PADD 2) Gross Inputs into Refineries,Midwest,,Gross Inputs into Refineries,Gross Inputs into Refineries,Thousand Barrels per Day,weekly
PSW09,Data 2,WGIRIP32,weekly Gulf Coast (PADD 3) Gross Inputs into Refineries,Gulf Coast,,Gross Inputs into Refineries,Gross Inputs into Refineries,Thousand Barrels per Day,weekly
PSW09,Data 2,WGIRIP42,weekly Rocky Mountain (PADD 4) Gross Inputs into Refineries,Rocky Mountain,,Gross Inputs into Refineries,Gross Inputs into Refineries,Thousand Barrels per Day,weekly
PSW09,Data 2,WGIRIP52,weekly West Coast (PADD 5) Gross Inputs into Refineries,West Coast,,Gross Inputs into Refineries,Gross Inputs into Refineries,Thousand Barrels per Day,weekly
PSW09,Data 2,WGIRIUS2,weekly U.S. Gross Inputs into Refineries,U.S.,,Gross Inputs into Refineries,Gross Inputs into Refineries,Thousand Barrels per Day,weekly
PSW09,Data 2,WO6RI_NUS_2,weekly U.S. Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,U.S.,,Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 2,WO6RI_R10_2,weekly East Coast (PADD 1) Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,East Coast,,Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 2,WO6RI_R20_2,weekly Midwest (PADD 2) Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Midwest,,Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 2,WO6RI_R30_2,weekly Gulf Coast (PADD 3) Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Gulf Coast,,Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 2,WO6RI_R40_2,weekly Rocky Mountain (PADD 4) Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Rocky Mountain,,Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 2,WO6RI_R50_2,weekly West Coast (PADD 5) Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,West Coast,,Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 2,WO7RI_NUS_2,weekly U.S. Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,U.S.,,Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 2,WO7RI_R10_2,weekly East Coast (PADD 1) Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,East Coast,,Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 2,WO7RI_R20_2,weekly Midwest (PADD 2) Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,Midwest,,Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 2,WO7RI_R30_2,weekly Gulf Coast (PADD 3) Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,Gulf Coast,,Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 2,WO7RI_R40_2,weekly Rocky Mountain (PADD 4) Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,Rocky Mountain,,Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 2,WO7RI_R50_2,weekly West Coast (PADD 5) Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,West Coast,,Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 2,WO9RI_NUS_2,weekly U.S. Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,U.S.,,Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 2,WO9RI_R10_2,weekly East Coast (PADD 1) Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,East Coast,,Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 2,WO9RI_R20_2,weekly Midwest (PADD 2) Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Midwest,,Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 2,WO9RI_R30_2,weekly Gulf Coast (PADD 3) Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Gulf Coast,,Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 2,WO9RI_R40_2,weekly Rocky Mountain (PADD 4) Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Rocky Mountain,,Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 2,WO9RI_R50_2,weekly West Coast (PADD 5) Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,West Coast,,Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 2,WOCLEUS2,weekly U. S. Operable Crude Oil Distillation Capacity,,,U. S. Operable Crude Oil Distillation Capacity,U. S. Operable Crude Oil Distillation Capacity,Thousand Barrels per Calendar Day,weekly
PSW09,Data 2,WPULEUS3,weekly U.S. Percent Utilization of Refinery Operable Capacity,U.S.,,Percent Utilization of Refinery Operable Capacity,Percent Utilization of Refinery Operable Capacity,Percent,weekly
PSW09,Data 2,W_EPOBGRR_YIR_NUS_MBBLD,"weekly U.S. Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",U.S.,,"Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB","Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,weekly
PSW09,Data 2,W_EPOBGRR_YIR_R10_MBBLD,"weekly East Coast (PADD 1) Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",East Coast,,"Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB","Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,weekly
PSW09,Data 2,W_EPOBGRR_YIR_R20_MBBLD,"weekly Midwest (PADD2) Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",,,"Midwest (PADD2) Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB","Midwest (PADD2) Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,weekly
PSW09,Data 2,W_EPOBGRR_YIR_R30_MBBLD,"weekly Gulf Coast (PADD 3) Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",Gulf Coast,,"Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB","Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,weekly
PSW09,Data 2,W_EPOBGRR_YIR_R40_MBBLD,"weekly Rocky Mountain (PADD 4) Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",Rocky Mountain,,"Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB","Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,weekly
PSW09,Data 2,W_EPOBGRR_YIR_R50_MBBLD,"weekly West Coast (PADD 5) Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",West Coast,,"Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB","Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,weekly
PSW09,Data 2,W_EPOOXE_YIR_NUS_MBBLD,weekly U.S. Refiner and Blender Net Input of Fuel Ethanol,U.S.,,Refiner and Blender Net Input of Fuel Ethanol,Refiner and Blender Net Input of Fuel Ethanol,Thousand Barrels per Day,weekly
PSW09,Data 2,W_EPOOXE_YIR_R10_MBBLD,weekly East Coast (PADD 1) Refiner and Blender Net Input of Fuel Ethanol,East Coast,,Refiner and Blender Net Input of Fuel Ethanol,Refiner and Blender Net Input of Fuel Ethanol,Thousand Barrels per Day,weekly
PSW09,Data 2,W_EPOOXE_YIR_R20_MBBLD,weekly Midwest (PADD 2) Refiner and Blender Net Input of Fuel Ethanol,Midwest,,Refiner and Blender Net Input of Fuel Ethanol,Refiner and Blender Net Input of Fuel Ethanol,Thousand Barrels per Day,weekly
PSW09,Data 2,W_EPOOXE_YIR_R30_MBBLD,weekly Gulf Coast (PADD 3) Refiner and Blender Net Input of Fuel Ethanol,Gulf Coast,,Refiner and Blender Net Input of Fuel Ethanol,Refiner and Blender Net Input of Fuel Ethanol,Thousand Barrels per Day,weekly
PSW09,Data 2,W_EPOOXE_YIR_R40_MBBLD,weekly Rocky Mountain (PADD 4) Refiner and Blender Net Input of Fuel Ethanol,Rocky Mountain,,Refiner and Blender Net Input of Fuel Ethanol,Refiner and Blender Net Input of Fuel Ethanol,Thousand Barrels per Day,weekly
PSW09,Data 2,W_EPOOXE_YIR_R50_MBBLD,weekly West Coast (PADD 5) Refiner and Blender Net Input of Fuel Ethanol,West Coast,,Refiner and Blender Net Input of Fuel Ethanol,Refiner and Blender Net Input of Fuel Ethanol,Thousand Barrels per Day,weekly
PSW09,Data 2,W_NA_YRL_R10_MBBLD,weekly East Coast (PADD 1) Operable Crude Oil Distillation Capacity,East Coast,,Operable Crude Oil Distillation Capacity,Operable Crude Oil Distillation Capacity,Thousand Barrels per Calendar Day,weekly
PSW09,Data 2,W_NA_YRL_R20_MBBLD,weekly Midwest (PADD 2) Operable Crude Oil Distillation Capacity,Midwest,,Operable Crude Oil Distillation Capacity,Operable Crude Oil Distillation Capacity,Thousand Barrels per Calendar Day,weekly
PSW09,Data 2,W_NA_YRL_R30_MBBLD,weekly Gulf Coast (PADD 3) Operable Crude Oil Distillation Capacity,Gulf Coast,,Operable Crude Oil Distillation Capacity,Operable Crude Oil Distillation Capacity,Thousand Barrels per Calendar Day,weekly
PSW09,Data 2,W_NA_YRL_R40_MBBLD,weekly Rocky Mountains (PADD 4) Operable Crude Oil Distillation Capacity,,,Rocky Mountains (PADD 4) Operable Crude Oil Distillation Capacity,Rocky Mountains (PADD 4) Operable Crude Oil Distillation Capacity,Thousand Barrels per Calendar Day,weekly
PSW09,Data 2,W_NA_YRL_R50_MBBLD,weekly West Coast (PADD 5) Operable Crude Oil Distillation Capacity,West Coast,,Operable Crude Oil Distillation Capacity,Operable Crude Oil Distillation Capacity,Thousand Barrels per Calendar Day,weekly
PSW09,Data 2,W_NA_YUP_R10_PER,weekly East Coast (PADD 1) Percent Utilization of Refinery Operable Capacity,East Coast,,Percent Utilization of Refinery Operable Capacity,Percent Utilization of Refinery Operable Capacity,Percent,weekly
PSW09,Data 2,W_NA_YUP_R20_PER,weekly Midwest (PADD 2) Percent Utilization of Refinery Operable Capacity,Midwest,,Percent Utilization of Refinery Operable Capacity,Percent Utilization of Refinery Operable Capacity,Percent,weekly
PSW09,Data 2,W_NA_YUP_R30_PER,weekly Gulf Coast (PADD 3) Percent Utilization of Refinery Operable Capacity,Gulf Coast,,Percent Utilization of Refinery Operable Capacity,Percent Utilization of Refinery Operable Capacity,Percent,weekly
PSW09,Data 2,W_NA_YUP_R40_PER,weekly Rocky Mountains (PADD 4) Percent Utilization of Refinery Operable Capacity,,,Rocky Mountains (PADD 4) Percent Utilization of Refinery Operable Capacity,Rocky Mountains (PADD 4) Percent Utilization of Refinery Operable Capacity,Percent,weekly
PSW09,Data 2,W_NA_YUP_R50_PER,weekly West Coast (PADD 5) Percent Utilization of Refinery Operable Capacity,West Coast,,Percent Utilization of Refinery Operable Capacity,Percent Utilization of Refinery Operable Capacity,Percent,weekly
PSW09,Data 20,WDIUPUS2,4-week U.S. Product Supplied of Distillate Fuel Oil,U.S.,,Product Supplied of Distillate Fuel Oil,Product Supplied of Distillate Fuel Oil,Thousand Barrels per Day,4-week
PSW09,Data 20,WGFUPUS2,4-week U.S. Product Supplied of Finished Motor Gasoline,U.S.,,Product Supplied of Finished Motor Gasoline,Product Supplied of Finished Motor Gasoline,Thousand Barrels per Day,4-week
PSW09,Data 20,WKJUPUS2,4-week U.S. Product Supplied of Kerosene-Type Jet Fuel,U.S.,,Product Supplied of Kerosene-Type Jet Fuel,Product Supplied of Kerosene-Type Jet Fuel,Thousand Barrels per Day,4-week
PSW09,Data 20,WPRUP_NUS_2,4-week U.S. Product Supplied of Propane and Propylene,U.S.,,Product Supplied of Propane and Propylene,Product Supplied of Propane and Propylene,Thousand Barrels per Day,4-week
PSW09,Data 20,WREUPUS2,4-week U.S. Product Supplied of Residual Fuel Oil,U.S.,,Product Supplied of Residual Fuel Oil,Product Supplied of Residual Fuel Oil,Thousand Barrels per Day,4-week
PSW09,Data 20,WRPUPUS2,4-week U.S. Product Supplied of Petroleum Products,U.S.,,Product Supplied of Petroleum Products,Product Supplied of Petroleum Products,Thousand Barrels per Day,4-week
PSW09,Data 20,WWOUP_NUS_2,4-week U.S. Product Supplied of Other Oils,U.S.,,Product Supplied of Other Oils,Product Supplied of Other Oils,Thousand Barrels per Day,4-week
PSW09,Data 21,W_EPDM10_VUA_NUS_2,"4-week U.S. Supply Adjustment of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",U.S.,,"Supply Adjustment of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Supply Adjustment of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,4-week
PSW09,Data 3,WD0TP_NUS_2,"weekly U.S. Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",U.S.,,"Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur","Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 3,WD0TP_R10_2,"weekly East Coast (PADD 1) Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",East Coast,,"Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur","Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 3,WD0TP_R20_2,"weekly Midwest (PADD 2) Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Midwest,,"Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur","Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 3,WD0TP_R30_2,"weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Gulf Coast,,"Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur","Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 3,WD0TP_R40_2,"weekly Rocky Mountain (PADD 4) Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Rocky Mountain,,"Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur","Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 3,WD0TP_R50_2,"weekly West Coast (PADD 5) Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",West Coast,,"Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur","Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
