source_table,source_sheet,source_column,series_name,region,subregion,product,metric,unit,period_type
PSW09,Data 7,WG1IM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Reformulated Motor Gasoline with Fuel ALcohol,West Coast,,Imports of Reformulated Motor Gasoline with Fuel ALcohol,Imports of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels per Day,weekly
PSW09,Data 7,WG4IM_NUS-Z00_2,weekly U.S. Imports of Conventional Motor Gasoline,U.S.,,Imports of Conventional Motor Gasoline,Imports of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 7,WG4IM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Conventional Motor Gasoline,East Coast,,Imports of Conventional Motor Gasoline,Imports of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 7,WG4IM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Conventional Motor Gasoline,Midwest,,Imports of Conventional Motor Gasoline,Imports of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 7,WG4IM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Conventional Motor Gasoline,Gulf Coast,,Imports of Conventional Motor Gasoline,Imports of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 7,WG4IM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Conventional Motor Gasoline,Rocky Mountain,,Imports of Conventional Motor Gasoline,Imports of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 7,WG4IM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Conventional Motor Gasoline,West Coast,,Imports of Conventional Motor Gasoline,Imports of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 7,WG5IM_NUS-Z00_2,weekly U.S. Imports of Conventional Motor Gasoline with Fuel Ethanol,U.S.,,Imports of Conventional Motor Gasoline with Fuel Ethanol,Imports of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels per Day,weekly
PSW09,Data 7,WG5IM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Conventional Motor Gasoline with Fuel Ethanol,East Coast,,Imports of Conventional Motor Gasoline with Fuel Ethanol,Imports of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels per Day,weekly
PSW09,Data 7,WG5IM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Conventional Motor Gasoline with Fuel Ethanol,Midwest,,Imports of Conventional Motor Gasoline with Fuel Ethanol,Imports of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels per Day,weekly
PSW09,Data 7,WG5IM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Conventional Motor Gasoline with Fuel Ethanol,Gulf Coast,,Imports of Conventional Motor Gasoline with Fuel Ethanol,Imports of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels per Day,weekly
PSW09,Data 7,WG5IM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Conventional Motor Gasoline with Fuel Ethanol,Rocky Mountain,,Imports of Conventional Motor Gasoline with Fuel Ethanol,Imports of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels per Day,weekly
PSW09,Data 7,WG5IM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Conventional Motor Gasoline with Fuel Ethanol,West Coast,,Imports of Conventional Motor Gasoline with Fuel Ethanol,Imports of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels per Day,weekly
PSW09,Data 7,WG6IM_NUS-Z00_2,weekly U.S. Imports of Other Conventional Motor Gasoline,U.S.,,Imports of Other Conventional Motor Gasoline,Imports of Other Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 7,WG6IM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Other Conventional Motor Gasoline,East Coast,,Imports of Other Conventional Motor Gasoline,Imports of Other Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 7,WG6IM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Other Conventional Motor Gasoline,Midwest,,Imports of Other Conventional Motor Gasoline,Imports of Other Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 7,WG6IM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Other Conventional Motor Gasoline,Gulf Coast,,Imports of Other Conventional Motor Gasoline,Imports of Other Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 7,WG6IM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Other Conventional Motor Gasoline,Rocky Mountain,,Imports of Other Conventional Motor Gasoline,Imports of Other Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 7,WG6IM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Other Conventional Motor Gasoline,West Coast,,Imports of Other Conventional Motor Gasoline,Imports of Other Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 7,WGRIMUS2,weekly U.S. Imports of Reformulated Motor Gasoline,U.S.,,Imports of Reformulated Motor Gasoline,Imports of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 7,WGRIM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Reformulated Motor Gasoline,East Coast,,Imports of Reformulated Motor Gasoline,Imports of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 7,WGRIM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Reformulated Motor Gasoline,Midwest,,Imports of Reformulated Motor Gasoline,Imports of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 7,WGRIM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Reformulated Motor Gasoline,Gulf Coast,,Imports of Reformulated Motor Gasoline,Imports of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 7,WGRIM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Reformulated Motor Gasoline,Rocky Mountain,,Imports of Reformulated Motor Gasoline,Imports of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 7,WGRIM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Reformulated Motor Gasoline,West Coast,,Imports of Reformulated Motor Gasoline,Imports of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 7,WGTIMUS2,weekly U.S. Imports of Total Gasoline,U.S.,,Imports of Total Gasoline,Imports of Total Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 7,WGTIM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Total Gasoline,East Coast,,Imports of Total Gasoline,Imports of Total Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 7,WGTIM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Total Gasoline,Midwest,,Imports of Total Gasoline,Imports of Total Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 7,WGTIM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Total Gasoline,Gulf Coast,,Imports of Total Gasoline,Imports of Total Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 7,WGTIM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Total Gasoline,Rocky Mountain,,Imports of Total Gasoline,Imports of Total Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 7,WGTIM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Total Gasoline,West Coast,,Imports of Total Gasoline,Imports of Total Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 7,WKJIMUS2,weekly U.S. Imports of Kerosene-Type Jet Fuel,U.S.,,Imports of Kerosene-Type Jet Fuel,Imports of Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
PSW09,Data 7,WKJIM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Kerosene-Type Jet Fuel,East Coast,,Imports of Kerosene-Type Jet Fuel,Imports of Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
PSW09,Data 7,WKJIM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel,Midwest,,Imports of Kerosene-Type Jet Fuel,Imports of Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
PSW09,Data 7,WKJIM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Kerosene-Type Jet Fuel,Gulf Coast,,Imports of Kerosene-Type Jet Fuel,Imports of Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
PSW09,Data 7,WKJIM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Kerosene-Type Jet Fuel,Rocky Mountain,,Imports of Kerosene-Type Jet Fuel,Imports of Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
PSW09,Data 7,WKJIM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Kerosene-Type Jet Fuel,West Coast,,Imports of Kerosene-Type Jet Fuel,Imports of Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
PSW09,Data 7,WO6IM_NUS-Z00_2,weekly U.S. Imports of Conventional CBOB Gasoline Blending Components,U.S.,,Imports of Conventional CBOB Gasoline Blending Components,Imports of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 7,WO6IM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Conventional CBOB Gasoline Blending Components,East Coast,,Imports of Conventional CBOB Gasoline Blending Components,Imports of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 7,WO6IM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Conventional CBOB Gasoline Blending Components,Midwest,,Imports of Conventional CBOB Gasoline Blending Components,Imports of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 7,WO6IM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Conventional CBOB Gasoline Blending Components,Gulf Coast,,Imports of Conventional CBOB Gasoline Blending Components,Imports of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 7,WO6IM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Conventional CBOB Gasoline Blending Components,Rocky Mountain,,Imports of Conventional CBOB Gasoline Blending Components,Imports of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 7,WO6IM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Conventional CBOB Gasoline Blending Components,West Coast,,Imports of Conventional CBOB Gasoline Blending Components,Imports of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 7,WO7IM_NUS-Z00_2,weekly U.S. Imports of Conventional GTAB Gasoline Blending Components,U.S.,,Imports of Conventional GTAB Gasoline Blending Components,Imports of Conventional GTAB Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 7,WO7IM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Conventional GTAB Gasoline Blending Components,East Coast,,Imports of Conventional GTAB Gasoline Blending Components,Imports of Conventional GTAB Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 7,WO7IM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Conventional GTAB Gasoline Blending Components,Midwest,,Imports of Conventional GTAB Gasoline Blending Components,Imports of Conventional GTAB Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 7,WO7IM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Conventional GTAB Gasoline Blending Components,Gulf Coast,,Imports of Conventional GTAB Gasoline Blending Components,Imports of Conventional GTAB Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 7,WO7IM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Conventional GTAB Gasoline Blending Components,Rocky Mountain,,Imports of Conventional GTAB Gasoline Blending Components,Imports of Conventional GTAB Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 7,WO7IM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Conventional GTAB Gasoline Blending Components,West Coast,,Imports of Conventional GTAB Gasoline Blending Components,Imports of Conventional GTAB Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 7,WO9IM_NUS-Z00_2,weekly U.S. Imports of Conventional Other Gasoline Blending Components,U.S.,,Imports of Conventional Other Gasoline Blending Components,Imports of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 7,WO9IM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Conventional Other Gasoline Blending Components,East Coast,,Imports of Conventional Other Gasoline Blending Components,Imports of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 7,WO9IM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Conventional Other Gasoline Blending Components,Midwest,,Imports of Conventional Other Gasoline Blending Components,Imports of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 7,WO9IM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Conventional Other Gasoline Blending Components,Gulf Coast,,Imports of Conventional Other Gasoline Blending Components,Imports of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 7,WO9IM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Conventional Other Gasoline Blending Components Imports,Rocky Mountain,,Conventional Other Gasoline Blending Components Imports,Conventional Other Gasoline Blending Components Imports,Thousand Barrels per Day,weekly
PSW09,Data 7,WO9IM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Conventional Other Gasoline Blending Components,West Coast,,Imports of Conventional Other Gasoline Blending Components,Imports of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 7,WPRIMP12,weekly East Coast (PADD 1) Imports of Propane and Propylene,East Coast,,Imports of Propane and Propylene,Imports of Propane and Propylene,Thousand Barrels per Day,weekly
PSW09,Data 7,WPRIMP22,weekly Midwest (PADD 2) Imports of Propane and Propylene,Midwest,,Imports of Propane and Propylene,Imports of Propane and Propylene,Thousand Barrels per Day,weekly
PSW09,Data 7,WPRIMP32,weekly Gulf Coast (PADD 3) Imports of Propane and Propylene,Gulf Coast,,Imports of Propane and Propylene,Imports of Propane and Propylene,Thousand Barrels per Day,weekly
PSW09,Data 7,WPRIM_NUS-Z00_2,weekly U.S. Imports of Propane and Propylene,U.S.,,Imports of Propane and Propylene,Imports of Propane and Propylene,Thousand Barrels per Day,weekly
PSW09,Data 7,WREIMUS2,weekly U.S. Imports of Residual Fuel Oil,U.S.,,Imports of Residual Fuel Oil,Imports of Residual Fuel Oil,Thousand Barrels per Day,weekly
PSW09,Data 7,WREIM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Residual Fuel Oil,East Coast,,Imports of Residual Fuel Oil,Imports of Residual Fuel Oil,Thousand Barrels per Day,weekly
PSW09,Data 7,WREIM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Residual Fuel Oil,Midwest,,Imports of Residual Fuel Oil,Imports of Residual Fuel Oil,Thousand Barrels per Day,weekly
PSW09,Data 7,WREIM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Residual Fuel Oil,Gulf Coast,,Imports of Residual Fuel Oil,Imports of Residual Fuel Oil,Thousand Barrels per Day,weekly
PSW09,Data 7,WREIM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Residual Fuel Oil,Rocky Mountain,,Imports of Residual Fuel Oil,Imports of Residual Fuel Oil,Thousand Barrels per Day,weekly
PSW09,Data 7,WREIM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Residual Fuel Oil,West Coast,,Imports of Residual Fuel Oil,Imports of Residual Fuel Oil,Thousand Barrels per Day,weekly
PSW09,Data 7,WRPIMUS2,weekly U.S. Imports of Total Petroleum Products,U.S.,,Imports of Total Petroleum Products,Imports of Total Petroleum Products,Thousand Barrels per Day,weekly
PSW09,Data 7,WTTIMUS2,weekly U.S. Imports of Crude Oil and Petroleum Products,U.S.,,Imports of Crude Oil and Petroleum Products,Imports of Crude Oil and Petroleum Products,Thousand Barrels per Day,weekly
PSW09,Data 7,WTTIM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Crude Oil and Petroleum Products,East Coast,,Imports of Crude Oil and Petroleum Products,Imports of Crude Oil and Petroleum Products,Thousand Barrels per Day,weekly
PSW09,Data 7,WTTIM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Crude Oil and Petroleum Products,Midwest,,Imports of Crude Oil and Petroleum Products,Imports of Crude Oil and Petroleum Products,Thousand Barrels per Day,weekly
PSW09,Data 7,WTTIM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Crude Oil and Petroleum Products,Gulf Coast,,Imports of Crude Oil and Petroleum Products,Imports of Crude Oil and Petroleum Products,Thousand Barrels per Day,weekly
PSW09,Data 7,WTTIM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Crude Oil and Petroleum Products,Rocky Mountain,,Imports of Crude Oil and Petroleum Products,Imports of Crude Oil and Petroleum Products,Thousand Barrels per Day,weekly
PSW09,Data 7,WTTIM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Crude Oil and Petroleum Products,West Coast,,Imports of Crude Oil and Petroleum Products,Imports of Crude Oil and Petroleum Products,Thousand Barrels per Day,weekly
PSW09,Data 7,WTXIM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Total Petroleum Products,East Coast,,Imports of Total Petroleum Products,Imports of Total Petroleum Products,Thousand Barrels per Day,weekly
PSW09,Data 7,WTXIM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Total Petroleum Products,Midwest,,Imports of Total Petroleum Products,Imports of Total Petroleum Products,Thousand Barrels per Day,weekly
PSW09,Data 7,WTXIM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Total Petroleum Products,Gulf Coast,,Imports of Total Petroleum Products,Imports of Total Petroleum Products,Thousand Barrels per Day,weekly
PSW09,Data 7,WTXIM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Total Petroleum Products,Rocky Mountain,,Imports of Total Petroleum Products,Imports of Total Petroleum Products,Thousand Barrels per Day,weekly
PSW09,Data 7,WTXIM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Total Petroleum Products,West Coast,,Imports of Total Petroleum Products,Imports of Total Petroleum Products,Thousand Barrels per Day,weekly
PSW09,Data 7,W_EPC0_IMU_NUS-Z00_MBBLD,weekly U.S. Crude Oil Imports for SPR by Others,U.S.,,Crude Oil Imports for SPR by Others,Crude Oil Imports for SPR by Others,Thousand Barrels per Day,weekly
PSW09,Data 7,W_EPL0XP_IM0_NUS-Z00_MBBLD,weekly U.S. Imports of Liquefied Petroleum Gasses Less Propane/Propylene,U.S.,,Imports of Liquefied Petroleum Gasses Less Propane/Propylene,Imports of Liquefied Petroleum Gasses Less Propane/Propylene,Thousand Barrels per Day,weekly
PSW09,Data 7,W_EPLLPZ_IM0_R45-Z00_MBBLD,weekly Rocky Mountain (PADD 4) and West Coast (PADD 5) Imports of Propane and Propylene,Rocky Mountain,,and West Coast (PADD 5) Imports of Propane and Propylene,and West Coast (PADD 5) Imports of Propane and Propylene,Thousand Barrels per Day,weekly
PSW09,Data 7,W_EPM0CAG55_IM0_NUS-Z00_MBBLD,"weekly U.S. Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",U.S.,,"Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55","Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",Thousand Barrels per Day,weekly
PSW09,Data 7,W_EPM0CAG55_IM0_R10-Z00_MBBLD,"weekly East Coast (PADD 1) Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",East Coast,,"Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55","Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",Thousand Barrels per Day,weekly
PSW09,Data 7,W_EPM0CAG55_IM0_R20-Z00_MBBLD,"weekly Midwest (PADD 2) Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",Midwest,,"Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55","Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",Thousand Barrels per Day,weekly
PSW09,Data 7,W_EPM0CAG55_IM0_R30-Z00_MBBLD,"weekly Gulf Coast (PADD 3) Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",Gulf Coast,,"Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55","Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",Thousand Barrels per Day,weekly
PSW09,Data 7,W_EPM0CAG55_IM0_R40-Z00_MBBLD,"weekly Rocky Mountain (PADD 4) Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",Rocky Mountain,,"Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55","Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",Thousand Barrels per Day,weekly
PSW09,Data 7,W_EPM0CAG55_IM0_R50-Z00_MBBLD,"weekly West Coast (PADD 5) Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",West Coast,,"Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55","Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",Thousand Barrels per Day,weekly
PSW09,Data 7,W_EPM0CAL55_IM0_NUS-Z00_MBBLD,"weekly U.S. Imports of Motor Gasoline, Finished, Conventional, Ed55 and Lower",U.S.,,"Imports of Motor Gasoline, Finished, Conventional, Ed55 and Lower","Imports of Motor Gasoline, Finished, Conventional, Ed55 and Lower",Thousand Barrels per Day,weekly
